codigo_ibge_6,municipio,uf,cod_uf,UF extenso,Região,Capital?,col_pop,col_idhm,Nota normalizada de população,Nota normalizada de IDHM,nota_ranking
240090,Antônio Martins,RN,24,Rio Grande do Norte,Nordeste,n,6577,0.578,0.028840119096034986,0.6396396396396397,0.6684797587356747
240660,Lagoa Salgada,RN,24,Rio Grande do Norte,Nordeste,n,8319,0.582,0.03758654797230465,0.6306306306306306,0.6682171786029353
430300,Cachoeira Do Sul,RS,43,Rio Grande do Sul,Sul,n,80070,0.742,0.39784201197989627,0.27027027027027023,0.6681122822501665
160025,Itaubal,AP,16,Amapá,Norte,n,5599,0.576,0.023929667063318723,0.6441441441441442,0.6680738112074629
140040,Normandia,RR,14,Roraima,Norte,n,13669,0.594,0.06444842770137624,0.6036036036036037,0.6680520313049799
210930,Presidente Vargas,MA,21,Maranhão,Nordeste,n,10498,0.587,0.048527115435790066,0.6193693693693694,0.6678964848051594
293325,Vereda,BA,29,Bahia,Nordeste,n,6003,0.577,0.025958115551271043,0.641891891891892,0.667850007443163
291150,Gongogi,BA,29,Bahia,Nordeste,n,5549,0.576,0.023678621458374127,0.6441441441441442,0.6678227656025184
251700,Umbuzeiro,PB,25,Paraíba,Nordeste,n,9124,0.584,0.04162838221191262,0.6261261261261262,0.6677545083380387
292850,Santa Teresinha,BA,29,Bahia,Nordeste,n,10441,0.587,0.04824092344615323,0.6193693693693694,0.6676102928155226
293260,Urandi,BA,29,Bahia,Nordeste,n,15355,0.598,0.07291368550010795,0.5945945945945946,0.6675082800947025
280620,Salgado,SE,28,Sergipe,Nordeste,n,20279,0.609,0.09763665667505159,0.5698198198198198,0.6674564764948714
211085,São Francisco Do Brejão,MA,21,Maranhão,Nordeste,n,9051,0.584,0.04126185562869351,0.6261261261261262,0.6673879817548197
172030,São Sebastião Do Tocantins,TO,17,Tocantins,Norte,n,4100,0.573,0.016403319827079786,0.650900900900901,0.6673042207279808
293317,Varzedo,BA,29,Bahia,Nordeste,n,9913,0.586,0.045589881857938316,0.6216216216216217,0.66721150347956
250420,Catingueira,PB,25,Paraíba,Nordeste,n,4491,0.574,0.018366496457746514,0.6486486486486487,0.6670151451063951
280260,Gracho Cardoso,SE,28,Sergipe,Nordeste,n,5834,0.577,0.025109581406558314,0.641891891891892,0.6670014732984503
314480,Nova Lima,MG,31,Minas Gerais,Sudeste,n,111697,0.813,0.5566383989315499,0.11036036036036045,0.6669987592919103
250200,Belém Do Brejo Do Cruz,PB,25,Paraíba,Nordeste,n,6268,0.578,0.027288657257477394,0.6396396396396397,0.6669282968971171
260670,Ibirajuba,PE,26,Pernambuco,Nordeste,n,7140,0.58,0.03166689260771112,0.6351351351351352,0.6668020277428464
290310,Barra Do Rocha,BA,29,Bahia,Nordeste,n,5774,0.577,0.0248083266806248,0.641891891891892,0.6667002185725168
291310,Ibititá,BA,29,Bahia,Nordeste,n,16969,0.602,0.08101743762771946,0.5855855855855856,0.6666030232133051
230650,Itapiúna,CE,23,Ceará,Nordeste,n,17841,0.604,0.08539567297795317,0.5810810810810811,0.6664767540590343
170410,Centenário,TO,17,Tocantins,Norte,n,2131,0.569,0.006517143904361667,0.6599099099099099,0.6664270538142716
221050,São Pedro Do Piauí,PI,22,Piauí,Nordeste,n,13755,0.595,0.06488022614188094,0.6013513513513514,0.6662315774932324
250050,Alagoinha,PB,25,Paraíba,Nordeste,n,13725,0.595,0.06472959877891418,0.6013513513513514,0.6660809501302656
290150,Anguera,BA,29,Bahia,Nordeste,n,11031,0.589,0.05120326158449944,0.6148648648648649,0.6660681264493643
260270,Buenos Aires,PE,26,Pernambuco,Nordeste,n,12808,0.593,0.06012542238423032,0.6058558558558559,0.6659812782400862
290980,Cruz Das Almas,BA,29,Bahia,Nordeste,n,60346,0.699,0.2988095417413527,0.3671171171171172,0.6659266588584699
291010,Dom Basílio,BA,29,Bahia,Nordeste,n,11884,0.591,0.05548609960485422,0.6103603603603603,0.6658464599652145
311230,Capelinha,MG,31,Minas Gerais,Sudeste,n,39624,0.653,0.1947662012281151,0.47072072072072063,0.6654869219488357
220490,Isaías Coelho,PI,22,Piauí,Nordeste,n,7774,0.582,0.03485015087840857,0.6306306306306306,0.6654807815090392
240180,Brejinho,RN,24,Rio Grande do Norte,Nordeste,n,12202,0.592,0.05708274965230184,0.6081081081081081,0.66519085776041
311680,Coluna,MG,31,Minas Gerais,Sudeste,n,8163,0.583,0.036803285684877514,0.6283783783783784,0.665181664063256
220935,Santana Do Piauí,PI,22,Piauí,Nordeste,n,4125,0.574,0.016528842629552086,0.6486486486486487,0.6651774912782008
251335,Santa Inês,PB,25,Paraíba,Nordeste,n,3227,0.572,0.012020063564747172,0.6531531531531533,0.6651732167179004
231270,Senador Pompeu,CE,23,Ceará,Nordeste,n,24266,0.619,0.11765503321333354,0.5472972972972973,0.6649523305106309
280680,São Domingos,SE,28,Sergipe,Nordeste,n,10327,0.588,0.04766853946687955,0.6171171171171171,0.6647856565839967
250830,Lagoa Seca,PB,25,Paraíba,Nordeste,n,27730,0.627,0.13504747272389503,0.5292792792792792,0.6643267520031743
320280,Itapemirim,ES,32,Espírito Santo,Sudeste,n,39832,0.654,0.1958105509446846,0.4684684684684684,0.664279019413153
230125,Ararendá,CE,23,Ceará,Nordeste,n,11096,0.59,0.05152962087092741,0.6126126126126127,0.6641422334835401
231160,Redenção,CE,23,Ceará,Nordeste,n,27214,0.626,0.1324566820808668,0.5315315315315315,0.6639882136123983
240430,Governador Dix-Sept Rosado,RN,24,Rio Grande do Norte,Nordeste,n,11938,0.592,0.05575722885819438,0.6081081081081081,0.6638653369663025
251615,Sossêgo,PB,25,Paraíba,Nordeste,n,3345,0.573,0.012612531192416414,0.650900900900901,0.6635134320933175
250053,Alcantil,PB,25,Paraíba,Nordeste,n,5578,0.578,0.023824227909241994,0.6396396396396397,0.6634638675488816
150050,Almeirim,PA,15,Pará,Norte,n,34280,0.642,0.16793444697163687,0.49549549549549543,0.6634299424671323
221010,São José Do Peixe,PI,22,Piauí,Nordeste,n,3297,0.573,0.012371527411669603,0.650900900900901,0.6632724283125706
292950,São Sebastião Do Passé,BA,29,Bahia,Nordeste,n,40958,0.657,0.20146409796803688,0.4617117117117116,0.6631758096797484
241460,Upanema,RN,24,Rio Grande do Norte,Nordeste,n,13572,0.596,0.06396139922778372,0.5990990990990991,0.6630604983268829
293340,Wagner,BA,29,Bahia,Nordeste,n,9503,0.587,0.04353130789739264,0.6193693693693694,0.662900677266762
261360,São José Do Egito,PE,26,Pernambuco,Nordeste,n,31004,0.635,0.15148593893566706,0.5112612612612613,0.6627472001969283
220730,Paes Landim,PI,22,Piauí,Nordeste,n,4088,0.575,0.016343068881893085,0.6463963963963965,0.6627394652782895
412060,Prudentópolis,PR,41,Paraná,Sul,n,49393,0.676,0.24381549152218993,0.4189189189189188,0.6627344104411087
292300,Nova Viçosa,BA,29,Bahia,Nordeste,n,39509,0.654,0.19418879633674252,0.4684684684684684,0.6626572648052109
230425,Cruz,CE,23,Ceará,Nordeste,n,29628,0.632,0.14457716388759181,0.518018018018018,0.6625951819056097
261340,São José Da Coroa Grande,PE,26,Pernambuco,Nordeste,n,18825,0.608,0.09033625048326278,0.5720720720720721,0.6624083225553349
290220,Aramari,BA,29,Bahia,Nordeste,n,9833,0.588,0.04518820889002696,0.6171171171171171,0.6623053260071441
230195,Barreira,CE,23,Ceará,Nordeste,n,22391,0.616,0.10824082302791126,0.5540540540540541,0.6622948770819653
220045,Alvorada Do Gurguéia,PI,22,Piauí,Nordeste,n,5322,0.578,0.02253887441192567,0.6396396396396397,0.6621785140515654
291733,Iuiú,BA,29,Bahia,Nordeste,n,11118,0.591,0.05164008093710303,0.6103603603603603,0.6620004412974634
431850,São José Do Norte,RS,43,Rio Grande do Sul,Sul,n,25443,0.623,0.12356464675372929,0.5382882882882882,0.6618529350420175
520790,Flores De Goiás,GO,52,Goiás,Centro-Oeste,n,13744,0.597,0.06482499610879312,0.5968468468468469,0.66167184295564
110037,Alto Alegre Dos Parecis,RO,11,Rondônia,Norte,n,11479,0.592,0.053452630204803,0.6081081081081081,0.6615607383129111
270480,Maribondo,AL,27,Alagoas,Nordeste,n,13679,0.597,0.06449863682236515,0.5968468468468469,0.661345483669212
311630,Cipotânea,MG,31,Minas Gerais,Sudeste,n,5581,0.579,0.02383929064553867,0.6373873873873874,0.6612266780329261
250330,Cachoeira Dos Índios,PB,25,Paraíba,Nordeste,n,9151,0.587,0.0417639468385827,0.6193693693693694,0.661133316207952
110175,Vale Do Anari,RO,11,Rondônia,Norte,n,7788,0.584,0.03492044364779306,0.6261261261261262,0.6610465697739192
250280,Brejo Do Cruz,PB,25,Paraíba,Nordeste,n,13613,0.597,0.06416725662383829,0.5968468468468469,0.6610141034706851
412710,Telêmaco Borba,PR,41,Paraná,Sul,n,75042,0.734,0.37259686594666785,0.2882882882882883,0.6608851542349561
220155,Bela Vista Do Piauí,PI,22,Piauí,Nordeste,n,4091,0.576,0.01635813161818976,0.6441441441441442,0.660502275762334
317103,Verdelândia,MG,31,Minas Gerais,Sudeste,n,7672,0.584,0.0343380178443216,0.6261261261261262,0.6604641439704477
231080,Pereiro,CE,23,Ceará,Nordeste,n,15274,0.601,0.0725069916200977,0.5878378378378378,0.6603448294579355
251270,Remígio,PB,25,Paraíba,Nordeste,n,17885,0.607,0.08561659311030442,0.5743243243243243,0.6599409174346288
251140,Picuí,PB,25,Paraíba,Nordeste,n,18333,0.608,0.08786596173060798,0.5720720720720721,0.6599380338026801
291090,Firmino Alves,BA,29,Bahia,Nordeste,n,4873,0.578,0.020284484879523213,0.6396396396396397,0.6599241245191628
220410,Francisco Ayres,PI,22,Piauí,Nordeste,n,4412,0.577,0.017969844401934054,0.641891891891892,0.659861736293826
260010,Afogados Da Ingazeira,PE,26,Pernambuco,Nordeste,n,40241,0.657,0.1978641039931314,0.4617117117117116,0.659575815704843
291905,Lajedo Do Tabocal,BA,29,Bahia,Nordeste,n,7494,0.584,0.033444295490718846,0.6261261261261262,0.659570421616845
290880,Contendas Do Sincorá,BA,29,Bahia,Nordeste,n,4333,0.577,0.017573192346121598,0.641891891891892,0.6594650842380136
240250,Carnaubais,RN,24,Rio Grande do Norte,Nordeste,n,9714,0.589,0.04459072035025883,0.6148648648648649,0.6594555852151237
231095,Pires Ferreira,CE,23,Ceará,Nordeste,n,10606,0.591,0.049069373942470386,0.6103603603603603,0.6594297343028307
411125,Itaperuçu,PR,41,Paraná,Sul,n,31217,0.637,0.15255539321273104,0.5067567567567567,0.6593121499694877
251274,Riachão,PB,25,Paraíba,Nordeste,n,2927,0.574,0.010513789935079607,0.6486486486486487,0.6591624385837282
315220,Porteirinha,MG,31,Minas Gerais,Sudeste,n,37438,0.651,0.18379048737993745,0.47522522522522515,0.6590157126051626
230185,Banabuiú,CE,23,Ceará,Nordeste,n,17195,0.606,0.08215216376206902,0.5765765765765766,0.6587287403386456
280370,Macambira,SE,28,Sergipe,Nordeste,n,6838,0.583,0.030150577153845767,0.6283783783783784,0.6585289555322241
250250,Boqueirão,PB,25,Paraíba,Nordeste,n,17598,0.607,0.08417559133792245,0.5743243243243243,0.6584999156622467
420230,Biguaçu,SC,42,Santa Catarina,Sul,n,76773,0.739,0.3812880647898497,0.27702702702702703,0.6583150918168768
291410,Ipupiara,BA,29,Bahia,Nordeste,n,9935,0.59,0.04570034192411394,0.6126126126126127,0.6583129545367267
251440,São José De Espinharas,PB,25,Paraíba,Nordeste,n,4083,0.577,0.016317964321398624,0.641891891891892,0.6582098562132906
270700,Pindoba,AL,27,Alagoas,Nordeste,n,2731,0.574,0.009529691163696797,0.6486486486486487,0.6581783398123455
250070,São João Do Rio Do Peixe,PB,25,Paraíba,Nordeste,n,17964,0.608,0.08601324516611687,0.5720720720720721,0.658085317238189
292045,Mansidão,BA,29,Bahia,Nordeste,n,13919,0.599,0.06570365572609921,0.5923423423423424,0.6580459980684417
170650,Darcinópolis,TO,17,Tocantins,Norte,n,5827,0.581,0.02507443502186607,0.632882882882883,0.6579573179047491
210800,Pastos Bons,MA,21,Maranhão,Nordeste,n,18802,0.61,0.09022076950498828,0.5675675675675675,0.6577883370725558
220117,Barra D'Alcântara,PI,22,Piauí,Nordeste,n,3995,0.577,0.01587612405669614,0.641891891891892,0.6577680159485881
290430,Brejões,BA,29,Bahia,Nordeste,n,12943,0.597,0.06080324551758073,0.5968468468468469,0.6576500923644276
241255,São Miguel Do Gostoso,RN,24,Rio Grande do Norte,Nordeste,n,10221,0.591,0.047136322784397014,0.6103603603603603,0.6574966831447574
230535,Icapuí,CE,23,Ceará,Nordeste,n,21433,0.616,0.10343078923717282,0.5540540540540541,0.6574848432912269
293270,Uruçuca,BA,29,Bahia,Nordeste,n,21420,0.616,0.10336551737988724,0.5540540540540541,0.6574195714339413
315737,Santa Cruz De Salinas,MG,31,Minas Gerais,Sudeste,n,3910,0.577,0.015449346528290329,0.641891891891892,0.6573412384201823
220990,São João Da Serra,PI,22,Piauí,Nordeste,n,6114,0.582,0.026515436794248042,0.6306306306306306,0.6571460674248787
211160,São Raimundo Das Mangabeiras,MA,21,Maranhão,Nordeste,n,18672,0.61,0.08956805093213233,0.5675675675675675,0.6571356184996999
261190,Rio Formoso,PE,26,Pernambuco,Nordeste,n,20009,0.613,0.09628101040835078,0.5608108108108109,0.6570918212191617
312087,Curral De Dentro,MG,31,Minas Gerais,Sudeste,n,7406,0.585,0.03300245522601636,0.6238738738738739,0.6568763290998902
312560,Felisburgo,MG,31,Minas Gerais,Sudeste,n,6489,0.583,0.0283982788313325,0.6283783783783784,0.6567766572097109
240290,Coronel João Pessoa,RN,24,Rio Grande do Norte,Nordeste,n,4237,0.578,0.017091184784627976,0.6396396396396397,0.6567308244242677
431830,São Gabriel,RS,43,Rio Grande do Sul,Sul,n,58487,0.699,0.2894756661495127,0.3671171171171172,0.6565927832666298
260060,Alagoinha,PE,26,Pernambuco,Nordeste,n,13542,0.599,0.06381077186481696,0.5923423423423424,0.6561531142071594
290910,Coribe,BA,29,Bahia,Nordeste,n,13990,0.6,0.06606014048512053,0.5900900900900901,0.6561502305752106
170720,Dois Irmãos Do Tocantins,TO,17,Tocantins,Norte,n,6327,0.583,0.027584891071312016,0.6283783783783784,0.6559632694496904
500795,Tacuru,MS,50,Mato Grosso do Sul,Centro-Oeste,n,10808,0.593,0.05008359818644655,0.6058558558558559,0.6559394540423025
260845,Lagoa Do Carro,PE,26,Pernambuco,Nordeste,n,17981,0.609,0.08609860067179805,0.5698198198198198,0.6559184204916179
241500,Vila Flor,RN,24,Rio Grande do Norte,Nordeste,n,3174,0.576,0.011753955223505901,0.6441441441441442,0.6558980993676501
240970,Pedro Avelino,RN,24,Rio Grande do Norte,Nordeste,n,6242,0.583,0.027158113542906204,0.6283783783783784,0.6555364919212846
241410,Tenente Ananias,RN,24,Rio Grande do Norte,Nordeste,n,10262,0.592,0.04734218018045158,0.6081081081081081,0.6554502882885597
350900,Caieiras,SP,35,São Paulo,Sudeste,n,95030,0.781,0.4729548569793189,0.18243243243243235,0.6553872894117512
210312,Central Do Maranhão,MA,21,Maranhão,Nordeste,n,7094,0.585,0.03143593065116209,0.6238738738738739,0.6553098045250361
230450,Frecheirinha,CE,23,Ceará,Nordeste,n,15615,0.604,0.07421912264581984,0.5810810810810811,0.655300203726901
110010,Guajará-Mirim,RO,11,Rondônia,Norte,n,39386,0.657,0.19357122414857883,0.4617117117117116,0.6552829358602904
211176,Senador La Rocque,MA,21,Maranhão,Nordeste,n,14700,0.602,0.06962498807533377,0.5855855855855856,0.6552105736609194
170950,Gurupi,TO,17,Tocantins,Norte,n,85126,0.759,0.42322774355189363,0.23198198198198194,0.6552097255338756
431140,Lajeado,RS,43,Rio Grande do Sul,Sul,n,93646,0.778,0.4660059146344525,0.18918918918918912,0.6551951038236417
241330,Serra De São Bento,RN,24,Rio Grande do Norte,Nordeste,n,5703,0.582,0.02445184192160348,0.6306306306306306,0.6550824725522341
315650,Rubelita,MG,31,Minas Gerais,Sudeste,n,5679,0.582,0.024331340031230074,0.6306306306306306,0.6549619706618607
220915,Santa Cruz Dos Milagres,PI,22,Piauí,Nordeste,n,3435,0.577,0.013064413281316684,0.641891891891892,0.6549563051732087
313400,Itinga,MG,31,Minas Gerais,Sudeste,n,13745,0.6,0.06483001702089201,0.5900900900900901,0.654920107110982
251510,São Sebastião De Lagoa De Roça,PB,25,Paraíba,Nordeste,n,11040,0.594,0.05124844979338947,0.6036036036036037,0.6548520533969932
230070,Alto Santo,CE,23,Ceará,Nordeste,n,14155,0.601,0.06688859098143769,0.5878378378378378,0.6547264288192756
290750,Catu,BA,29,Bahia,Nordeste,n,48195,0.677,0.23780043882771745,0.4166666666666665,0.654467105494384
292360,Paramirim,BA,29,Bahia,Nordeste,n,20347,0.615,0.09797807869777624,0.5563063063063063,0.6542843850040825
290640,Candeal,BA,29,Bahia,Nordeste,n,7772,0.587,0.03484010905421079,0.6193693693693694,0.6542094784235801
241310,Senador Elói De Souza,RN,24,Rio Grande do Norte,Nordeste,n,5965,0.583,0.02576732089151315,0.6283783783783784,0.6541456992698915
310100,Águas Vermelhas,MG,31,Minas Gerais,Sudeste,n,14037,0.601,0.06629612335376844,0.5878378378378378,0.6541339611916063
210650,Matinha,MA,21,Maranhão,Nordeste,n,22034,0.619,0.10644835740860685,0.5472972972972973,0.6537456547059041
120005,Assis Brasil,AC,12,Acre,Norte,n,8100,0.588,0.036486968222647326,0.6171171171171171,0.6536040853397644
293030,Serra Dourada,BA,29,Bahia,Nordeste,n,17066,0.608,0.08150446610131197,0.5720720720720721,0.6535765381733841
292940,São Miguel Das Matas,BA,29,Bahia,Nordeste,n,10334,0.593,0.047703685851571795,0.6058558558558559,0.6535595417074277
270490,Mar Vermelho,AL,27,Alagoas,Nordeste,n,3155,0.577,0.011658557893626957,0.641891891891892,0.6535504497855189
220552,Júlio Borges,PI,22,Piauí,Nordeste,n,5388,0.582,0.022870254610452535,0.6306306306306306,0.6535008852410832
250470,Congo,PB,25,Paraíba,Nordeste,n,4933,0.581,0.02058573960545673,0.632882882882883,0.6534686224883397
172015,São Félix Do Tocantins,TO,17,Tocantins,Norte,n,1783,0.574,0.00476986649394729,0.6486486486486487,0.653418515142596
290690,Caravelas,BA,29,Bahia,Nordeste,n,20586,0.616,0.09917807668941139,0.5540540540540541,0.6532321307434654
220710,Olho D'Água Do Piauí,PI,22,Piauí,Nordeste,n,2637,0.576,0.00905772542640096,0.6441441441441442,0.6532018695705452
292450,Pindaí,BA,29,Bahia,Nordeste,n,14731,0.603,0.06978063635039941,0.5833333333333334,0.6531139696837328
261280,Santa Terezinha,PE,26,Pernambuco,Nordeste,n,10244,0.593,0.047251803762671525,0.6058558558558559,0.6531076596185275
230830,Milagres,CE,23,Ceará,Nordeste,n,25900,0.628,0.12585920358292288,0.527027027027027,0.6528862306099499
220870,Redenção Do Gurguéia,PI,22,Piauí,Nordeste,n,8394,0.589,0.03796311637972154,0.6148648648648649,0.6528279812445864
280520,Pinhão,SE,28,Sergipe,Nordeste,n,5677,0.583,0.02432129820703229,0.6283783783783784,0.6526996765854107
410950,Guaraqueçaba,PR,41,Paraná,Sul,n,7430,0.587,0.03312295711638976,0.6193693693693694,0.6524923264857592
241150,Santo Antônio,RN,24,Rio Grande do Norte,Nordeste,n,22177,0.62,0.10716634783874839,0.545045045045045,0.6522113928837934
292690,Rio Do Pires,BA,29,Bahia,Nordeste,n,10497,0.594,0.048522094523691175,0.6036036036036037,0.6521256981272948
210380,Dom Pedro,MA,21,Maranhão,Nordeste,n,23053,0.622,0.11156466683737767,0.5405405405405405,0.6521052073779181
231395,Varjota,CE,23,Ceará,Nordeste,n,18105,0.611,0.08672119377206063,0.5653153153153153,0.652036509087376
420300,Caçador,SC,42,Santa Catarina,Sul,n,73720,0.735,0.3659592201519328,0.28603603603603606,0.6519952561879688
280220,Feira Nova,SE,28,Sergipe,Nordeste,n,5975,0.584,0.02581753001250207,0.6261261261261262,0.6519436561386283
310940,Buritizeiro,MG,31,Minas Gerais,Sudeste,n,23910,0.624,0.11586758850612802,0.536036036036036,0.651903624542164
315217,Ponto Dos Volantes,MG,31,Minas Gerais,Sudeste,n,10883,0.595,0.05046016659386344,0.6013513513513514,0.6518115179452149
251460,São José Do Bonfim,PB,25,Paraíba,Nordeste,n,3242,0.578,0.01209537724623055,0.6396396396396397,0.6517350168858702
150700,Santo Antônio Do Tauá,PA,15,Pará,Norte,n,27461,0.632,0.1336968473692931,0.518018018018018,0.651714865387311
292910,São Felipe,BA,29,Bahia,Nordeste,n,20283,0.616,0.09765674032344716,0.5540540540540541,0.6517107943775012
290830,Conceição Do Almeida,BA,29,Bahia,Nordeste,n,15794,0.606,0.07511786591152149,0.5765765765765766,0.651694442488098
291590,Itanagra,BA,29,Bahia,Nordeste,n,5914,0.584,0.025511254374469668,0.6261261261261262,0.6516373805005958
150808,Tucumã,PA,15,Pará,Norte,n,39550,0.659,0.1943946537327971,0.4572072072072071,0.6516018609400042
110160,Theobroma,RO,11,Rondônia,Norte,n,8113,0.589,0.03655224007993292,0.6148648648648649,0.6514171049447979
220940,Santo Antônio De Lisboa,PI,22,Piauí,Nordeste,n,5839,0.584,0.025134685967052775,0.6261261261261262,0.651260812093179
220090,Aroazes,PI,22,Piauí,Nordeste,n,5369,0.583,0.022774857280573588,0.6283783783783784,0.651153235658952
293345,Wanderley,BA,29,Bahia,Nordeste,n,12968,0.6,0.06092876832005302,0.5900900900900901,0.6510188584101431
260775,Itapissuma,PE,26,Pernambuco,Nordeste,n,27749,0.633,0.13514287005377396,0.5157657657657657,0.6509086358195397
171195,Lagoa Do Tocantins,TO,17,Tocantins,Norte,n,3516,0.579,0.013471107161326927,0.6373873873873874,0.6508584945487144
240160,Bento Fernandes,RN,24,Rio Grande do Norte,Nordeste,n,4807,0.582,0.01995310468099635,0.6306306306306306,0.6505837353116269
210325,Cidelândia,MA,21,Maranhão,Nordeste,n,12878,0.6,0.06047688623115275,0.5900900900900901,0.6505669763212428
310445,Aricanduva,MG,31,Minas Gerais,Sudeste,n,4719,0.582,0.019511264416293864,0.6306306306306306,0.6501418950469245
240470,Ipanguaçu,RN,24,Rio Grande do Norte,Nordeste,n,14131,0.603,0.06676808909106428,0.5833333333333334,0.6501014224243976
171620,Paranã,TO,17,Tocantins,Norte,n,10542,0.595,0.04874803556814131,0.6013513513513514,0.6500993869194928
312030,Cristália,MG,31,Minas Gerais,Sudeste,n,5121,0.583,0.021529671080048402,0.6283783783783784,0.6499080494584268
231355,Tururu,CE,23,Ceará,Nordeste,n,15412,0.606,0.07319987748974478,0.5765765765765766,0.6497764540663213
314345,Montezuma,MG,31,Minas Gerais,Sudeste,n,6888,0.587,0.030401622758790364,0.6193693693693694,0.6497709921281597
250430,Catolé Do Rocha,PB,25,Paraíba,Nordeste,n,30661,0.64,0.14976376608574712,0.49999999999999994,0.649763766085747
270340,Jacaré Dos Homens,AL,27,Alagoas,Nordeste,n,5083,0.583,0.02133887642029051,0.6283783783783784,0.6497172547986689
290440,Brejolândia,BA,29,Bahia,Nordeste,n,9108,0.592,0.04154804761833034,0.6081081081081081,0.6496561557264384
293220,Ubaitaba,BA,29,Bahia,Nordeste,n,17610,0.611,0.08423584228310915,0.5653153153153153,0.6495511575984245
230860,Monsenhor Tabosa,CE,23,Ceará,Nordeste,n,17149,0.61,0.08192120180552,0.5675675675675675,0.6494887693730875
130008,Anamã,AM,13,Amazonas,Norte,n,9962,0.594,0.04583590655078402,0.6036036036036037,0.6494395101543877
240560,Jardim De Piranhas,RN,24,Rio Grande do Norte,Nordeste,n,13977,0.603,0.06599486862783494,0.5833333333333334,0.6493282019611684
291680,Itarantim,BA,29,Bahia,Nordeste,n,17052,0.61,0.08143417333192748,0.5675675675675675,0.649001740899495
280040,Arauá,SE,28,Sergipe,Nordeste,n,10318,0.595,0.04762335125798953,0.6013513513513514,0.648974702609341
210620,Luís Domingues,MA,21,Maranhão,Nordeste,n,7161,0.588,0.03177233176178785,0.6171171171171171,0.648889448878905
270870,São Miguel Dos Milagres,AL,27,Alagoas,Nordeste,n,8482,0.591,0.038404956644424025,0.6103603603603603,0.6487653170047843
292303,Novo Horizonte,BA,29,Bahia,Nordeste,n,11162,0.597,0.05186100106945428,0.5968468468468469,0.6487078479163011
221093,Sussuapara,PI,22,Piauí,Nordeste,n,6220,0.586,0.027047653476730583,0.6216216216216217,0.6486692750983523
211065,São Domingos Do Azeitão,MA,21,Maranhão,Nordeste,n,7992,0.59,0.035944709715967,0.6126126126126127,0.6485573223285797
220558,Lagoa Do Piauí,PI,22,Piauí,Nordeste,n,4810,0.583,0.019968167417293025,0.6283783783783784,0.6483465457956714
250855,Logradouro,PB,25,Paraíba,Nordeste,n,4797,0.583,0.01990289556000743,0.6283783783783784,0.6482812739383859
230763,Madalena,CE,23,Ceará,Nordeste,n,16896,0.61,0.08065091104450034,0.5675675675675675,0.6482184786120679
172110,Tocantínia,TO,17,Tocantins,Norte,n,7459,0.589,0.03326856356725763,0.6148648648648649,0.6481334284321225
220560,Landri Sales,PI,22,Piauí,Nordeste,n,5213,0.584,0.021991594993146454,0.6261261261261262,0.6481177211192726
251670,Teixeira,PB,25,Paraíba,Nordeste,n,14631,0.605,0.06927854514051023,0.5788288288288288,0.648107373969339
220277,Colônia Do Piauí,PI,22,Piauí,Nordeste,n,6991,0.588,0.030918776704976225,0.6171171171171171,0.6480358938220934
411325,Laranjal,PR,41,Paraná,Sul,n,5600,0.585,0.023934687975417614,0.6238738738738739,0.6478085618492916
230290,Capistrano,CE,23,Ceará,Nordeste,n,17254,0.611,0.08244839757590364,0.5653153153153153,0.6477637128912189
313250,Itamarandiba,MG,31,Minas Gerais,Sudeste,n,32948,0.646,0.16124659205591288,0.4864864864864864,0.6477330785423993
292830,Santanópolis,BA,29,Bahia,Nordeste,n,8716,0.592,0.03957985007556473,0.6081081081081081,0.6476879581836729
314870,Pedra Azul,MG,31,Minas Gerais,Sudeste,n,24410,0.627,0.11837804455557396,0.5292792792792792,0.6476573238348532
120001,Acrelândia,AC,12,Acre,Norte,n,14021,0.604,0.06621578876018618,0.5810810810810811,0.6472968698412673
251398,São Francisco,PB,25,Paraíba,Nordeste,n,3137,0.58,0.011568181475846902,0.6351351351351352,0.6467033166109821
312780,Grão Mogol,MG,31,Minas Gerais,Sudeste,n,13901,0.604,0.06561327930831914,0.5810810810810811,0.6466943603894003
220070,Anísio De Abreu,PI,22,Piauí,Nordeste,n,9407,0.594,0.04304930033589902,0.6036036036036037,0.6466529039395027
521560,Padre Bernardo,GO,52,Goiás,Centro-Oeste,n,34967,0.651,0.1713838135835756,0.47522522522522515,0.6466090388088007
330080,Cachoeiras De Macacu,RJ,33,Rio de Janeiro,Sudeste,n,56943,0.7,0.2817233778688237,0.3648648648648649,0.6465882427336886
290060,Aiquara,BA,29,Bahia,Nordeste,n,4446,0.583,0.01814055541329638,0.6283783783783784,0.6465189337916748
110150,Seringueiras,RO,11,Rondônia,Norte,n,11171,0.598,0.051906189278344304,0.5945945945945946,0.646500783872939
171280,Maurilândia Do Tocantins,TO,17,Tocantins,Norte,n,3095,0.58,0.011357303167693443,0.6351351351351352,0.6464924383028287
292100,Mata De São João,BA,29,Bahia,Nordeste,n,42566,0.668,0.20953772462305503,0.4369369369369368,0.6464746615599919
150746,São João Da Ponta,PA,15,Pará,Norte,n,4430,0.583,0.01806022081971411,0.6283783783783784,0.6464385991980925
110143,Nova União,RO,11,Rondônia,Norte,n,6200,0.587,0.026947235234752745,0.6193693693693694,0.6463166046041221
210598,Lajeado Novo,MA,21,Maranhão,Nordeste,n,7060,0.589,0.031265219639799766,0.6148648648648649,0.6461300845046647
