,codigoClasse,codigoGrupo,nomeGrupo,nomeClasse,statusClasse,dataHoraAtualizacao,dataCarga
162,2835,28,"MOTORES, TURBINAS E SEUS COMPONENTES","TURBINAS A GÁS E MOTORES A JATO E COMPONENTES, EXCETO OS  DEAERONAVE",True,2021-10-16 09:17:13.045775,2026-08-08
163,2840,28,"MOTORES, TURBINAS E SEUS COMPONENTES",TURBINAS A GÁS E MOTORES A JATO DE AERONAVES E COMPONENTES,True,2021-10-16 09:17:13.045775,2026-08-08
164,2845,28,"MOTORES, TURBINAS E SEUS COMPONENTES",MOTORES DE FOGUETES E COMPONENTES,True,2021-10-16 09:17:13.045775,2026-08-08
165,2850,28,"MOTORES, TURBINAS E SEUS COMPONENTES",MOTORES ROTATIVOS A GASOLINA E COMPONENTES,True,2021-10-16 09:17:13.045775,2026-08-08
166,2895,28,"MOTORES, TURBINAS E SEUS COMPONENTES",MOTORES DIVERSOS E COMPONENTES,True,2021-10-16 09:17:13.045775,2026-08-08
167,2910,29,ACESSÓRIOS DE MOTORES,"COMPONENTES DO SISTEMA DE COMBUSTÍVEL DE  MOTORES, EXCETO OSDE AERONAVES",True,2021-10-16 09:17:13.045775,2026-08-08
168,2915,29,ACESSÓRIOS DE MOTORES,COMPONENTES DO SISTEMA DE COMBUSTÍVEL DE MOTORES  DE  AERONAVES,True,2021-10-16 09:17:13.045775,2026-08-08
169,2920,29,ACESSÓRIOS DE MOTORES,"COMPONENTES DO SISTEMA ELÉTRICO DE MOTORES, EXCETO OS DE AE-RONAVES",True,2021-10-16 09:17:13.045775,2026-08-08
170,2925,29,ACESSÓRIOS DE MOTORES,COMPONENTES DO SISTEMA ELÉTRICO DE MOTORES DE AERONAVES,True,2021-10-16 09:17:13.045775,2026-08-08
171,2930,29,ACESSÓRIOS DE MOTORES,"COMPONENTES DO SISTEMA DE  RESFRIAMENTO  (ARREFECIMENTO)  DEMOTORES, EXCETO DE AERONAVES",True,2021-10-16 09:17:13.045775,2026-08-08
172,2935,29,ACESSÓRIOS DE MOTORES,COMPONENTES DO SISTEMA DE  RESFRIAMENTO  (ARREFECIMENTO)  DEMOTORES DE AERONAVES,True,2021-10-16 09:17:13.045775,2026-08-08
173,2940,29,ACESSÓRIOS DE MOTORES,"FILTROS DE AR E DE ÓLEO, ELEMENTOS FILTRANTES E PURIFICADO- RES DE MOTORES, EXCETO DE AERONAVES",True,2021-10-16 09:17:13.045775,2026-08-08
174,2945,29,ACESSÓRIOS DE MOTORES,FILTROS DE AR E DE ÓLEO; ELEMENTOS FILTRANTES PURIFICADORES DE MOTORES DE AERONAVES.,True,2021-10-16 09:17:13.045775,2026-08-08
175,2950,29,ACESSÓRIOS DE MOTORES,TURBO- SUPERCOMPRESSORES,True,2021-10-16 09:17:13.045775,2026-08-08
176,2990,29,ACESSÓRIOS DE MOTORES,"ACESSÓRIOS DIVERSOS DE MOTORES, EXCETO OS DE AERONAVES",True,2021-10-16 09:17:13.045775,2026-08-08
177,2995,29,ACESSÓRIOS DE MOTORES,ACESSÓRIOS DIVERSOS DE MOTORES DE AERONAVES,True,2021-10-16 09:17:13.045775,2026-08-08
178,3010,30,EQUIPAMENTOS DE TRANSMISSÃO DE FORÇA MECÂNICA,CONVERSORES DE TORQUE E CÂMBIOS DE VELOCIDADE,True,2021-10-16 09:17:13.045775,2026-08-08
179,3020,30,EQUIPAMENTOS DE TRANSMISSÃO DE FORÇA MECÂNICA,"ENGRENAGENS, POLIAS, COROAS DENTADAS E  CORRENTES  DE  TRANSMISSÃO",True,2021-10-16 09:17:13.045775,2026-08-08
180,3030,30,EQUIPAMENTOS DE TRANSMISSÃO DE FORÇA MECÂNICA,"CORREAME, CORREIAS DE TRANSMISSÃO, CORREIAS DOS VENTILADORESE ACESSÓRIOS",True,2021-10-16 09:17:13.045775,2026-08-08
181,3040,30,EQUIPAMENTOS DE TRANSMISSÃO DE FORÇA MECÂNICA,EQUIPAMENTOS DIVERSOS DE TRANSMISSÃO DE FORÇA,True,2021-10-16 09:17:13.045775,2026-08-08
182,3110,31,ROLAMENTOS E MANCAIS,ROLAMENTOS ANTIFRICÇÃO NÃO MONTADOS,True,2021-10-16 09:17:13.045775,2026-08-08
183,3120,31,ROLAMENTOS E MANCAIS,MANCAIS NÃO MONTADOS,True,2021-10-16 09:17:13.045775,2026-08-08
184,3130,31,ROLAMENTOS E MANCAIS,ROLAMENTOS E MANCAIS MONTADOS,True,2021-10-16 09:17:13.045775,2026-08-08
185,3210,32,MÁQUINAS E EQUIPAMENTOS PARA TRABALHOS EM MADEIRA,MÁQUINAS PARA SERRARIA E PREPARO DE MADEIRA,True,2021-10-16 09:17:13.045775,2026-08-08
186,3220,32,MÁQUINAS E EQUIPAMENTOS PARA TRABALHOS EM MADEIRA,MÁQUINAS PARA TRABALHOS EM MADEIRA,True,2021-10-16 09:17:13.045775,2026-08-08
187,3230,32,MÁQUINAS E EQUIPAMENTOS PARA TRABALHOS EM MADEIRA,FERRAMENTAS E ACESSÓRIOS DE MÁQUINAS PARA TRABALHO EM  MADEIRA,True,2021-10-16 09:17:13.045775,2026-08-08
188,3405,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE SERRAR E LIMAR,True,2021-10-16 09:17:13.045775,2026-08-08
189,3408,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE FUNÇÕES MÚLTIPLAS,True,2021-10-16 09:17:13.045775,2026-08-08
190,3410,34,MAQUINAS PARA TRABALHO EM METAIS,"MÁQUINAS DE DESBASTAR, ELÉTRICAS E ULTRA-SÔNICAS",True,2021-10-16 09:17:13.045775,2026-08-08
191,3411,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE BROCAR,True,2021-10-16 09:17:13.045775,2026-08-08
192,3412,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE MANDRILAR,True,2021-10-16 09:17:13.045775,2026-08-08
193,3413,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE FURAR E ABRIR ROSCAS,True,2021-10-16 09:17:13.045775,2026-08-08
194,3414,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS PARA CORTE E ACABAMENTO DE ENGRENAGENS,True,2021-10-16 09:17:13.045775,2026-08-08
195,3415,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS RETIFICADORAS,True,2021-10-16 09:17:13.045775,2026-08-08
196,3416,34,MAQUINAS PARA TRABALHO EM METAIS,TORNOS,True,2021-10-16 09:17:13.045775,2026-08-08
197,3417,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE FRESAR,True,2021-10-16 09:17:13.045775,2026-08-08
198,3418,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE APLAINAR E TALHAR,True,2021-10-16 09:17:13.045775,2026-08-08
199,3419,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS-FERRAMENTA DIVERSAS,True,2021-10-16 09:17:13.045775,2026-08-08
200,3422,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE LAMINAR E TREFILAR,True,2021-10-16 09:17:13.045775,2026-08-08
201,3424,34,MAQUINAS PARA TRABALHO EM METAIS,EQUIPAMENTO DE TRATAMENTO TÉRMICO E NÃO TÉRMICO DE METAIS,True,2021-10-16 09:17:13.045775,2026-08-08
202,3426,34,MAQUINAS PARA TRABALHO EM METAIS,EQUIPAMENTOS PARA ACABAMENTO EM METAL,True,2021-10-16 09:17:13.045775,2026-08-08
203,3427,34,MAQUINAS PARA TRABALHO EM METAIS,DEBASTADORAS E PLAINAS-LIMADORAS,False,2021-10-16 09:17:13.045775,2026-08-08
204,3431,34,MAQUINAS PARA TRABALHO EM METAIS,EQUIPAMENTO PARA SOLDA A ARCO VOLTAICO,True,2021-10-16 09:17:13.045775,2026-08-08
205,3432,34,MAQUINAS PARA TRABALHO EM METAIS,EQUIPAMENTO PARA SOLDA A RESISTÊNCIA ELÉTRICA,True,2021-10-16 09:17:13.045775,2026-08-08
206,3433,34,MAQUINAS PARA TRABALHO EM METAIS,"EQUIPAMENTO PARA SOLDA A GÁS, CORTE POR AQUECIMENTO E DE  METALIZAÇÃO",True,2021-10-16 09:17:13.045775,2026-08-08
207,3436,34,MAQUINAS PARA TRABALHO EM METAIS,POSICIONADORES E MANIPULADORES DE SOLDA,True,2021-10-16 09:17:13.045775,2026-08-08
208,3438,34,MAQUINAS PARA TRABALHO EM METAIS,EQUIPAMENTOS DIVERSOS DE SOLDA,True,2021-10-16 09:17:13.045775,2026-08-08
209,3439,34,MAQUINAS PARA TRABALHO EM METAIS,"SUPRIMENTOS E ACESSÓRIOS PARA SOLDAS DIVERSAS, FRACAS E  FORTES",True,2021-10-16 09:17:13.045775,2026-08-08
210,3441,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE DOBRAR E DE MODELAR,True,2021-10-16 09:17:13.045775,2026-08-08
211,3442,34,MAQUINAS PARA TRABALHO EM METAIS,PRENSAS HIDRÁULICAS E PNEUMÁTICAS ACIONADAS POR ENERGIA,True,2021-10-16 09:17:13.045775,2026-08-08
212,3443,34,MAQUINAS PARA TRABALHO EM METAIS,PRENSAS MECÂNICAS ACIONADAS POR ENERGIA,True,2021-10-16 09:17:13.045775,2026-08-08
213,3444,34,MAQUINAS PARA TRABALHO EM METAIS,PRENSAS MANUAIS,True,2021-10-16 09:17:13.045775,2026-08-08
214,3445,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE PUNCIONAR E CORTAR,True,2021-10-16 09:17:13.045775,2026-08-08
215,3446,34,MAQUINAS PARA TRABALHO EM METAIS,FORJAS MECÂNICAS E MARTELOS PARA FORJAS,True,2021-10-16 09:17:13.045775,2026-08-08
216,3447,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE MODELAR FIOS E FITAS DE METAL,True,2021-10-16 09:17:13.045775,2026-08-08
217,3448,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS DE REBITAR,True,2021-10-16 09:17:13.045775,2026-08-08
218,3449,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS AUXILIARES PARA MODELAGEM E CORTE DE METAL,True,2021-10-16 09:17:13.045775,2026-08-08
219,3450,34,MAQUINAS PARA TRABALHO EM METAIS,MÁQUINAS-FERRAMENTA PORTÁTEIS,True,2021-10-16 09:17:13.045775,2026-08-08
220,3455,34,MAQUINAS PARA TRABALHO EM METAIS,FERRAMENTAS DE CORTAR PARA MÁQUINAS FERRAMENTA,True,2021-10-16 09:17:13.045775,2026-08-08
221,3456,34,MAQUINAS PARA TRABALHO EM METAIS,FERRAMENTAS DE CORTE E MODELAGEM DE PEÇAS DE MÁQUINAS.,True,2021-10-16 09:17:13.045775,2026-08-08
222,3460,34,MAQUINAS PARA TRABALHO EM METAIS,ACESSÓRIOS PARA MÁQUINAS-FERRAMENTAS,True,2021-10-16 09:17:13.045775,2026-08-08
223,3461,34,MAQUINAS PARA TRABALHO EM METAIS,ACESSÓRIOS PARA MÁQUINAS AUXILIARES PARA TRABALHO EM METAIS,True,2021-10-16 09:17:13.045775,2026-08-08
224,3465,34,MAQUINAS PARA TRABALHO EM METAIS,GABARITOS E MOLDES DE PRODUÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
225,3470,34,MAQUINAS PARA TRABALHO EM METAIS,"CONJUNTOS, JOGOS E ACESSÓRIOS PARA OFICINA MECÂNICA",True,2021-10-16 09:17:13.045775,2026-08-08
226,3510,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,EQUIPAMENTOS DE LAVANDERIA E LAVAGEM A SECO,True,2021-10-16 09:17:13.045775,2026-08-08
227,3520,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,EQUIPAMENTOS PARA CONSERTO DE CALÇADOS,True,2021-10-16 09:17:13.045775,2026-08-08
228,3530,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,MÁQUINAS DE COSTURA INDUSTRIAL E OFICINAS MÓVEIS  DE  CONSERTOS EM TECIDOS,True,2021-10-16 09:17:13.045775,2026-08-08
229,3540,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,MÁQUINAS DE EMBALAR E EMPACOTAR,True,2021-10-16 09:17:13.045775,2026-08-08
230,3541,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,MAQUINAS INDUSTRIAIS DE VIDRO E CRISTAIS,False,2021-10-16 09:17:13.045775,2026-08-08
231,3550,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,MÁQUINAS REGISTRADORAS AUTOMÁTICAS E MÁQUINAS ACIONADAS  COMFICHAS,True,2021-10-16 09:17:13.045775,2026-08-08
232,3590,35,EQUIPAMENTOS COMERCIAIS E DE SERVIÇOS,EQUIPAMENTOS DIVERSOS PARA SERVIÇOS PROFISSIONAIS E  COMERCIAIS,True,2021-10-16 09:17:13.045775,2026-08-08
233,3605,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS E EQUIPAMENTOS PARA PRODUTOS ALIMENTÍCIOS,True,2021-10-16 09:17:13.045775,2026-08-08
234,3610,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,"EQUIPAMENTO PARA IMPRESSÃO, DUPLICAÇÃO E ENCADERNAÇÃO",True,2021-10-16 09:17:13.045775,2026-08-08
235,3611,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS INDUSTRIAIS PARA MARCAÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
236,3615,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIA DE POLPA E DE PAPEL,True,2021-10-16 09:17:13.045775,2026-08-08
237,3620,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA TRABALHOS EM BORRACHA E PLÁSTICO,True,2021-10-16 09:17:13.045775,2026-08-08
238,3625,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIAS TÊXTEIS,True,2021-10-16 09:17:13.045775,2026-08-08
239,3630,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIAS DE PRODUTOS DE ARGILA E CONCRETO,True,2021-10-16 09:17:13.045775,2026-08-08
240,3635,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIAS DE CRISTAL E VIDRO,True,2021-10-16 09:17:13.045775,2026-08-08
241,3640,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIAS DE TABACO,True,2021-10-16 09:17:13.045775,2026-08-08
242,3645,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIAS DE COURO E DE CURTUMES,True,2021-10-16 09:17:13.045775,2026-08-08
243,3650,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS PARA INDÚSTRIAS DE PRODUTOS QUÍMICOS  E  FARMACÊUTICOS,True,2021-10-16 09:17:13.045775,2026-08-08
244,3655,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,"SISTEMAS DE GERAÇÃO E DISTRIBUIÇÃO DE GÁS, FIXOS OU MÓVEIS",True,2021-10-16 09:17:13.045775,2026-08-08
245,3660,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MAQUINARIA PARA REDUÇÃO INDUSTRIAL DE TAMANHO,True,2021-10-16 09:17:13.045775,2026-08-08
246,3670,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,"MÁQUINAS ESPECIALIZADAS PARA FABRICAÇÃO  DE  SEMICONDUTORES,CIRCUITOS MICROELETRÔNICOS E PLACAS DE CIRCUITOS IMPRESSOS",True,2021-10-16 09:17:13.045775,2026-08-08
247,3680,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,"MÁQUINAS PARA FUNDIÇÃO, EQUIPAMENTOS E  SUPRIMENTOS  CORRELATOS",True,2021-10-16 09:17:13.045775,2026-08-08
248,3685,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS ESPECIALIZADAS PARA FABRICAÇÃO DE RECIPIENTES  METÁLICOS E EQUIPAMENTOS CORRELATOS,True,2021-10-16 09:17:13.045775,2026-08-08
249,3690,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINARIA ESPECIALIZADA PARA ARMAMENTO E MUNIÇÃO  E  EQUIPAMENTOS CORRELATOS,True,2021-10-16 09:17:13.045775,2026-08-08
250,3693,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MAQUINARIA INDUSTRIL PARA MONTAGEM,True,2021-10-16 09:17:13.045775,2026-08-08
251,3694,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,EQUIPAMENTOS E INSTALAÇÕES PARA SANEAMENTO AMBIENTAL,True,2021-10-16 09:17:13.045775,2026-08-08
252,3695,36,MÁQUINAS PARA INDÚSTRIAS ESPECIALIZADAS,MÁQUINAS DIVERSAS PARA INDÚSTRIAS ESPECIALIZADAS,True,2021-10-16 09:17:13.045775,2026-08-08
253,3710,37,MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,EQUIPAMENTO PARA PREPARAÇÃO DO SOLO,True,2021-10-16 09:17:13.045775,2026-08-08
254,3720,37,MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,EQUIPAMENTO DE COLHEITA,True,2021-10-16 09:17:13.045775,2026-08-08
255,3730,37,MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,"EQUIPAMENTO DE LATICÍNIOS, AVICULTURA E PECUÁRIA",True,2021-10-16 09:17:13.045775,2026-08-08
256,3740,37,MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,"EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS",True,2021-10-16 09:17:13.045775,2026-08-08
257,3750,37,MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,IMPLEMENTOS E FERRAMENTAS DE JARDINAGEM,True,2021-10-16 09:17:13.045775,2026-08-08
258,3770,37,MÁQUINAS E EQUIPAMENTOS AGRÍCOLAS,"SELARIA, ARREAMENTO, CHICOTE E ACESSÓRIOS CORRELATOS PARA   ANIMAIS",True,2021-10-16 09:17:13.045775,2026-08-08
259,3805,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",EQUIPAMENTOS PARA MOVIMENTAÇÃO E ESCAVAÇÃO DE TERRA,True,2021-10-16 09:17:13.045775,2026-08-08
260,3810,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",GUINDASTES E ESCAVADEIRAS,True,2021-10-16 09:17:13.045775,2026-08-08
261,3815,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",ACESSÓRIOS PARA GUINDASTES E ESCAVADEIRAS,True,2021-10-16 09:17:13.045775,2026-08-08
262,3820,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS","EQUIPAMENTOS PARA MINERAÇÃO, PERFURAÇÃO DE ROCHAS, TERRA  E CORRELATOS",True,2021-10-16 09:17:13.045775,2026-08-08
263,3825,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",EQUIPAMENTO DE DESOBSTRUÇÃO E LIMPEZA DE ESTRADAS,True,2021-10-16 09:17:13.045775,2026-08-08
264,3830,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",ACESSÓRIOS PARA CAMINHÕES E TRATORES,True,2021-10-16 09:17:13.045775,2026-08-08
265,3835,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",EQUIPAMENTO PARA PRODUÇÃO E DISTRIBUIÇÃO DE PETRÓLEO,True,2021-10-16 09:17:13.045775,2026-08-08
266,3895,38,"EQUIPAMENTOS PARA CONSTRUÇÃO, MINERAÇÃO, TERRAPLENAGEM E MA-NUTENÇÃO DE ESTRADAS",EQUIPAMENTOS DIVERSOS PARA CONSTRUÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
267,3910,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,TRANSPORTADORES,True,2021-10-16 09:17:13.045775,2026-08-08
268,3915,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,EQUIPAMENTOS ALIMENTADORES DE MATERIAIS-PRIMAS,True,2021-10-16 09:17:13.045775,2026-08-08
269,3920,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,EQUIPAMENTOS NÃO AUTOPROPULSIONADO PARA MOVIMENTAÇÃO  DE  MATERIAIS,True,2021-10-16 09:17:13.045775,2026-08-08
270,3930,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,VEÍCULOS AUTOPROPULSIONADOS PARA ARMAZÉM,True,2021-10-16 09:17:13.045775,2026-08-08
271,3940,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,"POLEAMES, TALHAS, MOITÕES, MASSAMES E LINGAS",True,2021-10-16 09:17:13.045775,2026-08-08
272,3950,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,"GUINCHOS, IÇADORES, GUINDASTES E CÁBREAS",True,2021-10-16 09:17:13.045775,2026-08-08
273,3960,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,ELEVADORES E ESCADAS ROLANTES,True,2021-10-16 09:17:13.045775,2026-08-08
274,3990,39,EQUIPAMENTOS PARA MANUSEIO DE MATERIAL,EQUIPAMENTOS DIVERSOS PARA MOVIMENTAÇÃO DE MATERIAIS,True,2021-10-16 09:17:13.045775,2026-08-08
275,4010,40,"CORDAS, CABOS, CORRENTES E SEUS ACESSÓRIOS",CORRENTES E CABOS DE AÇO,True,2021-10-16 09:17:13.045775,2026-08-08
276,4020,40,"CORDAS, CABOS, CORRENTES E SEUS ACESSÓRIOS","CABOS DE FIBRA, CORDOALHAS E BARBANTES",True,2021-10-16 09:17:13.045775,2026-08-08
277,4030,40,"CORDAS, CABOS, CORRENTES E SEUS ACESSÓRIOS","ACESSÓRIOS PARA CORDAS, CABOS E CORRENTES",True,2021-10-16 09:17:13.045775,2026-08-08
278,4110,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR",EQUIPAMENTO PARA REFRIGERAÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
279,4120,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR",EQUIPAMENTO DE AR CONDICIONADO,True,2021-10-16 09:17:13.045775,2026-08-08
280,4130,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR",COMPONENTES DE EQUIPAMENTOS PARA REFRIGERAÇÃO E AR  CONDICIONADO,True,2021-10-16 09:17:13.045775,2026-08-08
281,4140,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR","VENTILADORES, CIRCULADORES DE AR E VENTOINHAS",True,2021-10-16 09:17:13.045775,2026-08-08
282,4150,41,"EQUIPAMENTOS PARA REFRIGERAÇÃO, AR CONDICIONADO E CIRCULAÇÃODE AR",TUBOS DE TURBILHONAMENTO E OUTROS TUBOS  RELACIONADOS  À  REFRIGERAÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
283,4210,42,"EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA",EQUIPAMENTOS PARA COMBATE A INCÊNDIO,True,2021-10-16 09:17:13.045775,2026-08-08
284,4220,42,"EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA",EQUIPAMENTO PARA MERGULHO E SALVAMENTO MARÍTIMO,True,2021-10-16 09:17:13.045775,2026-08-08
285,4230,42,"EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA",EQUIPAMENTO  PARA DESCONTAMINAÇÃO E IMPREGNAÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
286,4235,42,"EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA","RECIPIENTES PARA COLETA DE MATERIAIS PERIGOSOS, MATERIAIS E EQUIPAMENTOS DE LIMPEZA",True,2021-10-16 09:17:13.045775,2026-08-08
287,4240,42,"EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA",EQUIPAMENTO PARA SEGURANÇA E SALVAMENTO,True,2021-10-16 09:17:13.045775,2026-08-08
288,4250,42,"EQUIPAMENTO PARA COMBATE A INCÊNDIO, RESGATE E SEGURANÇA",EQUIPAMENTO PARA RECICLAGEM E RECUPERAÇÃO,True,2021-10-16 09:17:13.045775,2026-08-08
289,4310,43,BOMBAS E COMPRESSORES,BOMBAS E COMPRESSORES A VÁCUO,True,2021-10-16 09:17:13.045775,2026-08-08
290,4320,43,BOMBAS E COMPRESSORES,BOMBAS MANUAIS E MECÂNICAS,True,2021-10-16 09:17:13.045775,2026-08-08
291,4330,43,BOMBAS E COMPRESSORES,"CENTRIFUGADORES, SEPARADORES E FILTROS DE PRESSÃO E A VÁCUO",True,2021-10-16 09:17:13.045775,2026-08-08
292,4410,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES",CALDEIRAS INDUSTRIAIS,True,2021-10-16 09:17:13.045775,2026-08-08
293,4420,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES",TROCADORES DE CALOR E CONDENSADORES DE VAPOR,True,2021-10-16 09:17:13.045775,2026-08-08
294,4425,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES",EQUIPAMENTOS INDUSTRIAIS DE VENTILACAO E CIRCULACAO,False,2021-10-16 09:17:13.045775,2026-08-08
295,4430,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES","FORNALHAS, FORNOS E ESTUFAS INDUSTRIAIS",True,2021-10-16 09:17:13.045775,2026-08-08
296,4440,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES","SECADORES, DESIDRATADORES E ANTI-HIDRATADORES",True,2021-10-16 09:17:13.045775,2026-08-08
297,4460,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES",EQUIPAMENTOS PARA PURIFICAÇÃO DE AR,True,2021-10-16 09:17:13.045775,2026-08-08
298,4470,44,"FORNOS, CENTRAIS DE VAPOR E EQUIPAMENTOS DE SECAGEM,  REATO-RES NUCLEARES",REATORES NUCLEARES,True,2021-10-16 09:17:13.045775,2026-08-08
299,4510,45,EQUIPAMENTO DE INSTALAÇÕES HIDRÁULICAS E DE AQUECIMENTO,DISPOSITIVOS E ACESSÓRIOS PARA INSTALAÇÕES HIDRÁULICAS,True,2021-10-16 09:17:13.045775,2026-08-08
