item_id,pergunta_id,tema,pergunta,codigo_pronunciamento,autor,data,partido,uf,resumo_oficial,trecho_texto_integral,url_texto_integral,julgamento_relevancia,observacoes
Q05-490768,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,490768,Jorge Kajuru,2022-05-12,PODEMOS,GO,Críticas ao Governo Federal pela política de preços dos combustíveis no País praticada pela Petrobras.,"… Bolsonaro prometia gasolina a no máximo R$2,50. Eleito Chefe do Executivo, tomou posse quando o litro da gasolina, em média, era vendido por R$4,27. Hoje o valor médio do litro da gasolina está em R$7,53. Em três anos e meio de Governo Bolsonaro, o preço da gasolina aumentou por volta de 78%. E que providências toma o maior responsável pela condução da economia do país? Quais? Vai para as redes sociais esbravejar contra os seguidos reajustes, fingindo que nada tem a ver com isso. Para melhor encenar o jogo de faz de conta, depois das mais ácidas críticas públicas à Petrobras, o Presidente Bolsonaro troca o comando da estatal brasileira que cuida de petróleo e seus derivados. No início de 2021, Bolsonaro demitiu o economista Roberto Castello Branco e colocou no lugar o General Joaquim Silva e Luna, que durou um ano no cargo. Há menos de um mês, o General foi substituído pelo executivo José Mauro Coelho. De lá para cá, a Petrobras apresentou lucro líquido – como o Presidente Rodrigo Pacheco observou – lucro líquido recorde no primeiro trimestre de 2022 e anunciou novo aumento nos preços de óleo diesel, o que desagradou caminhoneiros em especial. Há uma semana na sua live de quinta-f…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/490768,,
Q05-490775,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,490775,Alvaro Dias,2022-05-12,PODEMOS,PR,Defesa da construção de refinarias de petróleo aliada a uma reforma tributária profunda como medidas de Governo para a contenção do preço dos combustíveis no Brasil.,"…. Para discursar.) – Sr. Presidente, Srs. Senadores, venho à tribuna também para me posicionar em relação ao tema explorado hoje com muita competência pelo nosso Presidente e por outros Senadores – ainda agora pelo Senador Paulo Paim –, que é o tema combustíveis. Recentemente, o Banco Central alertou que o impulsionamento nos preços dos combustíveis no país agrava a situação econômica de modo geral, impulsionando também a inflação, elevando o custo de vida e colocando em dificuldade ainda maior todos os brasileiros, já sacudidos por uma crise social imensa que nos atormenta, que deve nos preocupar e que deve substituir, sem dúvida, o debate de temas periféricos, constantemente ocupando espaços gigantescos na mídia nacional. E exatamente essa preferência pelos temas periféricos tem um único objetivo: desviar o foco dos gravíssimos problemas que atormentam a nação. E um deles é exatamente esse no contexto da Petrobras, que vem ao longo do tempo alcançando lucros estratosféricos, como agora, e, em outros tempos, com o reconhecimento internacional da sua competência, especialmente com um know-how imbatível em matéria de exploração do petróleo em águas profundas. A Petrobras é uma empre…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/490775,,
Q05-491449,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,491449,Otto Alencar,2022-06-01,PSD,BA,"Denúncia da cobrança de combustíveis pela Refinaria de Mataripe, no Estado da Bahia, acima do preço praticado pela Petrobras.","O SR. OTTO ALENCAR (Bloco Parlamentar PSD/Republicanos/PSD - BA. Pela ordem.) – Sr. Presidente, Srs. Senadores e Senadoras, diante de tantos desacertos a respeito do preço dos combustíveis no Brasil, da mudança de comando da Petrobras pela quarta vez – o quarto Presidente da Petrobras: Castello Branco, General Silva Luna, outro que... São tantos que o nome me foge agora à memória – e sem o Governo acertar o passo para dar uma condição ao consumidor brasileiro a respeito de preços que sejam compatíveis com a possibilidade de todos aqueles que dependem do óleo diesel, da gasolina, no meu estado acontece um caso praticamente inusitado. Como se diz na Bahia, só se vê na Bahia. A Bahia tem a Refinaria de Mataripe, que foi privatizada pelo grupo Mubadala e que agora é a Acelen, que está refinando o petróleo e fornecendo o diesel e a gasolina no meu estado. Para nossa surpresa, o que poderia ser um preço compatível com o preço da Petrobras e das outras refinarias, já há algum tempo – eu fiz essa denúncia na Comissão de Assuntos Econômicos –, essa empresa, a Acelen, do grupo Mubadala, um grupo internacional, estava cobrando R$1 acima do preço das outras refinarias do Brasil, tanto do diese…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/491449,,
Q05-491748,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,491748,Angelo Coronel,2022-06-13,PSD,BA,"Discussão sobre o Projeto de Lei Complementar (PLP) n° 18, de 2022, que ""Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para considerar bens e serviços essenciais os relativos aos combustíveis, à energia elétrica, às comunicações e ao transporte coletivo, e as Leis Complementares nºs 192, de 11 de março de 2022, e 159, de 19 de maio de 2017"".","…SR. ANGELO CORONEL (Bloco Parlamentar PSD/Republicanos/PSD - BA. Para discutir. Por videoconferência.) – Presidente Izalci, eu acho que o relatório do Senador Fernando Bezerra é um relatório benfeito, o Congresso tem que fazer de tudo para baixar os preços dos combustíveis nas bombas. É muito importante isso. E, se, lá na frente, essas medidas tomadas no dia de hoje não surtirem efeito, vamos revogar. Nós não podemos é ficar de braços cruzados sem também hipotecarmos o nosso apoio à redução do preço dos combustíveis. Quero aqui consignar o meu voto favorável ao relatório do Senador Fernando Bezerra, Sr. Presidente. Muito obrigado.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/491748,,
Q05-491768,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,491768,Flávio Bolsonaro,2022-06-13,PL,RJ,"Orientação à bancada, pelo Partido PL, sobre o Projeto de Lei Complementar (PLP) n° 18, de 2022, que ""Altera a Lei nº 5.172, de 25 de outubro de 1966 (Código Tributário Nacional), e a Lei Complementar nº 87, de 13 de setembro de 1996 (Lei Kandir), para considerar bens e serviços essenciais os relativos aos combustíveis, à energia elétrica, às comunicações e ao transporte coletivo, e as Leis Complementares nºs 192, de 11 de março de 2022, e 159, de 19 de maio de 2017"".","… Vanguarda/PL - RJ. Para orientar a bancada.) – Presidente, peço aí o voto ""sim"", rogando aos Senadores que ainda estão indecisos que deem um voto de confiança para que possamos exercer essa tentativa de amenizar o sofrimento da população com o alto preço dos combustíveis e de outros itens essenciais. Encaminho o voto ""sim"".",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/491768,,
Q05-491791,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,491791,Marcelo Castro,2022-06-13,MDB,PI,"Defesa da alteração da política de preços de paridade de importação (PPI) e da política de refino pela Petrobras, com o objetivo de reduzir o valor dos combustíveis.","O SR. MARCELO CASTRO (Bloco Parlamentar Unidos pelo Brasil/MDB - PI. Pela ordem.) – Sr. Presidente, está essa celeuma aqui se o preço do combustível vai baixar ou não vai baixar. Eu vou dizer a V. Exa. e a todos aqui para depois a gente conferir: nós estamos só contornando, não estamos enfrentando o problema real. Enquanto não mudarmos a política da Petrobras do PPI e mudarmos a política da Petrobras de refino, esses dois fatores é que comandam todo o aumento do preço. A previsão de todos os experts do assunto é de que o petróleo vai para US$140 ou US$160 o barril. Então, o que nós estamos fazendo aqui é só contornar. A perspectiva é de que o preço não vá diminuir. Enquanto nós não enfrentarmos esse problema do PPI, que não tem nada a ver com isso... Se a Petrobras é uma empresa brasileira, que paga em real, compra em real, vende em real, por que fixa o preço em dólar? Porque é mais vantajoso para ela, para ter lucros exorbitantes num país que está com grande dificuldade em todos os seus setores.",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/491791,,
Q05-491830,Q05,Economia e combustíveis,Qual pronunciamento relacionou o endividamento das famílias ao aumento do preço dos combustíveis anunciado pela Petrobras?,491830,Marcelo Castro,2022-06-13,MDB,PI,Crítica à política de preços de paridade de Importação (PPI) e à política de refino praticadas pela Petrobras.,"O SR. MARCELO CASTRO (Bloco Parlamentar Unidos pelo Brasil/MDB - PI. Pela ordem.) – Sr. Presidente, Sras. e Srs. Senadores, a Petrobras foi fundada em 1954, pelo grande brasileiro Getúlio Vargas, e, durante toda a sua existência, a Petrobras praticou uma política de preços. Essa política de preços da Petrobras foi interrompida, em 2017, quando era Presidente da República Michel Temer e era Presidente da Petrobras Pedro Parente, que inventou esta coisa horrorosa para a sociedade brasileira e boa para a Petrobras e para os seus acionistas: essa novidade chamada PPI, que é o preço de paridade de importação. Isso não se justifica, Sr. Presidente, porque nós importamos apenas 7% do diesel que consumimos, nós importamos 25% da gasolina que consumimos. Por quê? Porque a Petrobras não fez os seus investimentos necessários para o refino. Nós somos autossuficientes em petróleo. No ano passado, a Petrobras teve um lucro, a conta petróleo deu um superávit para o Brasil de US$20 bilhões. Nós exportamos muito mais do que o que importamos. Então, nós somos superavitários em petróleo, mas não investimos o que deveríamos ter investido nas refinarias, que é um equívoco da Petrobras e das políticas g…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/491830,,
Q06-450944,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,450944,Confúcio Moura,2019-02-14,MDB,RO,"Denúncia de ocupação de exploradores da terra indígena da tribo Uru Eu Uau Uau em Rondônia. Breve histórico desta reserva. Preocupação com uma possível tragédia, que põe em risco os povos indígenas. Apelo ao Governo Federal por ações imediatas da Polícia Federal, para que seja feita a retirada dos invasores da região.","…te, Srs. Senadores presentes, povo brasileiro, aqueles que estão ligados na TV Senado, é uma satisfação muito grande me apresentar pela segunda vez aqui para fazer este discurso. Só uma pequena correção: eu sou Confúcio Moura, Senador pelo Estado de Rondônia. A gente faz muita confusão entre os Estados de Roraima e Rondônia, porque tudo é mais ou menos parecido, não é? (Risos.) Mas seria uma honra muito grande se fosse também do Estado de Roraima. Sr. Presidente, o meu discurso hoje é sobre o índio. Como diz a música, ""todo dia é dia de índio"". Cada Senador aqui tem as suas especialidades, as suas preferências para o discurso, os seus temas, os seus projetos, a defesa de suas propostas de lei; agora, eu, embora goste de muita coisa, gosto de índio também. Eu trouxe um índio para fazer parte do meu Governo, quando fui Governador de Rondônia, para trabalhar na área de educação e na Secretaria do Meio Ambiente. Eu gosto do índio e o índio gosta de mim. Para os senhores entenderem essa relação boa que eu tenho com as comunidades indígenas, nessa eleição passada, nas maiores áreas de reserva indígena do Estado eu tive mais de 90% dos votos dos indígenas. Isso, para mim, é uma honra muit…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/450944,,
Q06-453095,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,453095,TOYA MANCHINERI,2019-04-25,,,Sessão Especial destinada a homenagear os povos indígenas em razão do transcurso do Dia do Índio.,"O SR. TOYA MANCHINERI – Primeiro de tudo, quero agradecer ao Senador Randolfe Rodrigues essa iniciativa de homenagear os povos indígenas do Brasil. Em nome da Coordenação das Organizações Indígenas da Amazônia Brasileira (Coiab), quero dizer que aqui estão presentes representantes dos nove Estados da Amazônia brasileira – Estado do Acre, Estado do Amapá, do Pará, Tocantins, Maranhão, Amapá, Rondônia e Roraima. Estão todos presentes – o nosso povo. Falar em povos indígenas no Estado brasileiro é falar em resistência. Antes mesmo de 500 anos, a nossa história também não se inicia no ano de 1500, mas ela aparece no ano de 1500, quando os europeus, descendentes de europeus chegaram aqui e começaram a escrever a história na sua visão, de acordo com o pensamento deles. E, de lá para cá, pouco foi feito em relação aos povos indígenas para fortalecer a cultura, para fortalecer a sua organização social. A Constituição de 1988 traz um capítulo fundamental nos arts. 231 e 232, em que o Estado brasileiro reconhece o modo tradicional dos povos indígenas de viver, sua língua, sua cultura e tradições. E a questão da demarcação do usufruto exclusivo dos seus territórios. Mas, a cada medida que o E…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/453095,,
Q06-453096,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,453096,MARCOS XUKURU,2019-04-25,,,Sessão Especial destinada a homenagear os povos indígenas em razão do transcurso do Dia do Índio.,"O SR. MARCOS XUKURU – Antes de mais nada, eu gostaria aqui de saudar a Força Encantada, os nossos Encantados, que têm nos conduzido nessa luta tão difícil e tão árdua, que é a proteção da vida não só nossa, dos povos indígenas, mas da vida de todos aqueles que habitam este País. Agradeço a oportunidade do Senador Randolfe, que tanto nos honra com a sua representatividade neste Parlamento, assim como tantos outros de que nós temos conhecimento e que, vez ou outra, temos observado as suas posturas neste Parlamento em defesa não só das nações indígenas, mas de todos aqueles que necessitam de uma palavra e que seja, de fato, representado aqui neste Parlamento. Como foi colocado, sou da Apoinme, um dos coordenadores representando aqui a Região Nordeste/Leste, Minas Gerais e Espírito Santo. Aqui, neste momento, é como se nós estivéssemos assumindo um mandato, um mandato, pois ainda este Parlamento não tem aqui no Senado um indígena, que possa também estar, como em tantos outros momentos, se utilizando deste Parlamento para fazer a defesa dos nossos direitos. Por mais que tenhamos aliados, é preciso que nós também nos organizemos de tal forma. Assim como já temos a Joenia na Câmara dos De…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/453096,,
Q06-456624,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,456624,Confúcio Moura,2019-08-19,MDB,RO,"Explicação sobre as queimadas, mais comuns no mês de agosto. Manifestação sobre a ocupação ilegal de áreas de floresta.","…ntenção, termina por fazer pegar fogo no capinzal do Cerrado. O Cerrado é uma vegetação seca, baixa, rasteira, com capim e árvores tortas e baixas. Decerto esse fogo, devido à secura do ar e ao calorão danado, se propaga com imensa facilidade. Lá em Rondônia, lá em Porto Velho, na semana passada, até mesmo uma ilustre juíza de Direito me passou uma mensagem reclamando que estava tudo fechado, que a cidade foi coberta de fumaça. A cidade de Porto Velho estava coberta de fumaça. Chegou-se até a paralisar os voos. E ela estava falando comigo ao telefone, num cansaço, espirrando. Decerto ela tem alergia a essa fumaça. E lá o Fórum, o trabalho dela, está muito próximo do Rio Madeira. As fotos que vieram mostravam a cidade escura de tanta fumaça cobrindo Porto Velho e outras cidades brasileiras. E aqui mesmo, no Cerrado, muito fogo nas proximidades de Brasília. É uma estação também das derrubadas. Lá em Rondônia e na Amazônia, em Mato Grosso, havia um dia certo de colocar fogo nas derrubadas, que era o dia 24 de agosto. Dia 24 de agosto, o pessoal derrubava a floresta, a floresta secava, aqueles tocos, aquela coivara e, quando era dia 24 de agosto, colocavam fogo naquelas imensidões, que…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/456624,,
Q06-457582,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,457582,Zequinha Marinho,2019-09-03,PSC,PA,"Repúdio ao conteúdo da Portaria nº 17/2019, emitida pela Funai.","…rio e Altamira, na região do Xingu, ali perto do Projeto Belo Monte, que foi muito badalado e muito conhecido do povo brasileiro. O Presidente da Funai aqui se refere a uma tribo de índios isolados, uma região habitada por muita gente, uma região de terras boas e produtivas, hoje com cerca de mil famílias mais ou menos. Só o Isa, o Instituto Socioambiental, só, e somente, diz que existe índio isolado nessa região. Eu acho que o índio isolado que vive lá são os não índios, que moram, que pelejam pela vida nessa região, porque todos os índios daquela região têm suas terras, são conhecidos, são trabalhados pela Funai, pelo Dsei, que é o Distrito Sanitário lá de Altamira. Enfim, eu não vejo absolutamente nenhum motivo para que a Funai queira criar, no Estado do Pará, mais uma terra indígena. O Pará tem em torno de 55 mil índios e tem mais terra, mais latifúndio do que qualquer um outro na face da Terra. O Pará é um Estado grande, uma dimensão territorial importante, e nós temos aqui um Instituto Socioambiental. Não é o Governo que está criando isso, que está pedindo, estão usando a estrutura de Governo, e isso já acontece no Governo Bolsonaro. Eu quero aqui repudiar inicialmente, como …",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/457582,,
Q06-459713,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,459713,Davi Alcolumbre,2019-10-15,DEM,AP,"Resposta à Questão de Ordem suscitada pelo Senador Randolfe Rodrigues, acerca do Requerimento nº 889/2019, que solicita urgência para o Projeto de Decreto Legislativo nº 28/2019.","…e ordem levantada pelo Senador Randolfe Rodrigues. O Senador Randolfe Rodrigues formulou uma questão de ordem sobre o procedimento adotado com relação ao Requerimento nº 889, de 2019, requerimento de urgência para o PDL nº 28, de 2019, que exclui da Terra Indígena São Marcos o Município de Pacaraima. S. Exa. aponta que se procedeu na forma do art. 336, inciso II, e foi verdade, quando, na verdade, o próprio requerimento apontava basear-se no inciso III – então, houve um equívoco de redação ou foi inapropriado o artigo e o inciso utilizados naquele requerimento – do mesmo artigo, com um menor grau de urgência. Embora a questão de ordem não tenha sido levantada oportunamente naquela sessão... (Soa a campainha.) O SR. PRESIDENTE (Davi Alcolumbre. Bloco Parlamentar Vanguarda/DEM - AP) – ... a matéria, tendo sido deliberada sem oposição do Plenário e contado, inclusive, com a assinatura de V. Exa., Senador Randolfe Rodrigues, mesmo assim V. Exa. tem razão e a aprovação do Requerimento nº 889, de 2019, deve ser anulada. Portanto, determino a anulação da votação do Requerimento nº 889, de 2019, e, ao mesmo tempo, determino a inclusão em Ordem do Dia para a sessão de amanhã do outro requer…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/459713,,
Q06-463621,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,463621,Chico Rodrigues,2020-02-04,DEM,RR,"Pedido de esclarecimentos ao Governo Federal sobre ação do Ibama no Estado de Roraima, que resultou na morte do agricultor Francisco Viana da Conceição, no Distrito de Nova Colina, Município de Rorainópolis/RR.","…ue foi aqui detalhadamente citada pelo Senador Telmário Mota e que, obviamente, causou a indignação de toda a população do nosso Estado – e por que não dizer de toda a população brasileira? Uma ação desastrosa, praticada pelo Ibama, juntamente com a polícia ambiental do nosso Estado, que resultou na morte do agricultor Francisco Viana da Conceição, no Distrito de Nova Colina, Município de Rorainópolis, no sul do Estado de Roraima. Procuramos, imediatamente, manter contato com o Ministro Sergio Moro e com o Ministro Ricardo Salles para demonstrar a indignação da população do nosso Estado, mas, acima de tudo, cobrar providências no sentido de que fatos dessa natureza não se repitam, até porque sempre fui contra armar os técnicos do Ibama, armar os técnicos das polícias ambientais estaduais e das polícias municipais, porque não estão preparados para utilizarem armas, inclusive de grosso calibre, que, na maioria das vezes, resultam em mortes. Portanto, eu tenho certeza de que as providências estão sendo tomadas, apesar, repito, da indignação coletiva no meu Estado de uma atitude absolutamente irresponsável, onde se acusaram dois humildes trabalhadores de terem reagido, e não apresentar…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/463621,,
Q06-469335,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,469335,HAMILTON MOURÃO,2020-07-14,,,"Sessão de debates temáticos destinada a ouvir o Vice-Presidente da República, Sr. Hamilton Mourão, convidado para discutir a criação do Conselho Nacional da Amazônia Legal e prestar informações sobre o Plano de Combate ao Desmatamento na Amazônia.","…r. No caso específico do Ministro Ricardo Salles, ele tem cumprido aí todas as nossas orientações e tem sido um parceiro na busca das soluções e da melhoria da nossa política ambiental e do nosso combate às ilegalidades. Especificamente em relação à terra indígena ianomâmi, aí nós temos que analisar de uma forma macro essa questão da exploração das terras indígenas. A senhora sabe bem que o nosso art. 231 da Constituição prevê que possa haver essa exploração, desde que o Congresso regulamente isso em lei. O Governo enviou um projeto de lei aí, que tem que ser discutido, debatido. Se o Congresso chegar à conclusão de que deve permanecer como está, que não se explorem as terras indígenas. Mas isso tem que ser discutido, obviamente ouvindo os representantes indígenas. Eu tenho conversado com muitos e os conheço, alguns há vários anos. E a senhora sabe muito bem que existem duas correntes, não é Senadora? Há aquele que quer permanecer com a sua terra intocável e há outros que desejam que a terra seja explorada dentro da nossa legislação ambiental. Em particular, os garimpos dentro da terra indígena ianomâmi são garimpos que já vêm de bastante tempo. Eles, de tempos em tempos, têm um in…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/469335,,
Q06-477785,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,477785,Confúcio Moura,2021-04-08,MDB,RO,"Denúncia sobre o assassinato do índio, professor e ambientalista chamado Ari Uru-Eu-Wau-Wau, no Estado de Rondônia (RO), sobre o qual, após um ano de investigações, nada foi encontrado pelas autoridades locais. Comentário sobre o número de mortes de indígenas em razão da Covid-19.","O SR. CONFÚCIO MOURA (Bloco Parlamentar Unidos pelo Brasil/MDB - RO. Para discutir.) – Sr. Presidente, eu não sei se estão me ouvindo bem. Sr. Presidente, dia 18 de abril, este mês agora, completa um ano do assassinato de um líder indígena no Estado de Rondônia, professor, chamado Ari Uru-Eu-Wau-Wau. É uma etnia pela qual eu tenho grande apreço, uma grande consideração porque eram índios arredios no início dos anos 70, anos 80 e foram e contatados pelo grande sertanista brasileiro Apoena Meireles. Esse índio era um ambientalista, defendia as causas ambientais das suas unidades e da sua reserva indígena. Grande reserva indígena, criada no Governo Sarney, com cerca de 1,8 milhão de quilômetros quadrados. É muito grande a área. Muito bem, passado um ano, nada foi investigado e detectado. As instituições indígenas no Estado de Rondônia, a Kanindé, associação dos índios Uru-Eu e também o movimento juventude indígena estarão agora, neste mês, iniciando um grande movimento de panfletagem no Estado com outdoor e manifestações nas redes sociais cobrando ações claras e remetendo ao Ministério da Justiça – e eu aproveito este momento –, para que essa investigação passe a ser feita pela Políci…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/477785,,
Q06-480689,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,480689,Telmário Mota,2021-06-22,PROS,RR,"Comentário sobre confronto entre a Polícia Legislativa e indígenas que estavam se manifestando contra a votação do Projeto de Lei nº 490, de 2007, de autoria do Deputado Homero Pereira, que altera a legislação de demarcação de terras indígenas.","O SR. TELMÁRIO MOTA (Bloco Parlamentar da Resistência Democrática/PROS - RR. Para discutir.) – Srs. Senadores, Sras. Senadoras, Sr. Presidente, hoje, lamentavelmente, houve um confronto entre a Polícia Legislativa e os indígenas que estavam se manifestando de forma pacífica em busca de proteger os seus direitos. O que aconteceu? O Deputado Federal Homero Pereira, do PR do Mato Grosso, apresentou o PL nº 490, que muda, modifica o Estatuto do Índio no seu art. 19. O que previa o art. 19, como ele está na sua parte original? Art. 19. As terras indígenas, por iniciativa e sob orientação do órgão Federal de assistência ao índio, serão administrativamente demarcadas, de acordo com o processo estabelecido em decreto do Poder Executivo. §1º A demarcação promovida nos termos deste artigo, homologada pelo Presidente da República, será registrada em livro próprio do Serviço do Patrimônio da União (SPU) e do registro imobiliário da comarca da situação das terras. §2º Contra a demarcação processada nos termos deste artigo não caberá a concessão de interdito possessório, facultado aos interessados contra ela recorrer à ação petitória ou à demarcatória. Essa é a legislação. O que propõe o PL nº 4…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/480689,,
Q06-481745,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,481745,Telmário Mota,2021-07-15,PROS,RR,Considerações sobre a realização de barreiras por grupos indígenas em rodovias.,"… a locomoção no território nacional em tempo de paz, podendo qualquer pessoa, nos termos da lei, nele entrar, permanecer ou dele sair com seus bens"". Bom, agora vamos ao assunto. O meu Estado de Roraima tem 46% do território demarcado em territórios indígenas. Hoje, para vocês do Amazonas, que é a única estrada que liga ao Estado de Roraima, irem para Roraima, passam na área dos waimiri atroari em mais de cem quilômetros de área indígena. Se você for para a Venezuela, você entra no território indígena São Marcos, que são mais de cem quilômetros também. Muito bem, um cidadão que mora no Município do Uiramutã, e a sede do Uiramutã não é território indígena, está indo pela BR-433, na localidade chamada Surumu, onde os indígenas colocaram uma barreira e estão vistoriando todos os carros. E o cidadão que ia levando cerveja para a sua casa ou para o seu comércio, garantido pela Constituição... Os indígenas tiraram e mostraram um documento. Esse documento, dito pelos indígenas, está apoiado pelo Ministério Público. Gente, olha só: o direito indígena tem que ser respeitado, como tem que ser respeitado o direito de todo cidadão brasileiro! Então, o que estou pedindo ao Congresso aqui, e est…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/481745,,
Q06-483070,Q06,Povos indígenas,Qual discurso denunciou a ocupação da terra indígena Uru Eu Uau Uau em Rondônia e pediu atuação da Polícia Federal?,483070,SAMELA SATERÉ-MAWÉ,2021-09-10,,,Sessão de Debates Temáticos destinada a discutir os resultados apresentados em relatório do IPCC e os impactos e recomendações para o Brasil.,"A SRA. SAMELA SATERÉ-MAWÉ (Para exposição de convidado.) – Olá, bom dia. Eu sou a Samela Sateré-Mawé. Sou jovem comunicadora da Articulação dos Povos Indígenas do Brasil, também comunicadora da Articulação Nacional das Mulheres Indígenas Guerreiras da Ancestralidade. Faço parte da Coiab (Coordenação das Organizações Indígenas da Amazônia Brasileira). Sou ativista ambiental do Fridays For Future Brasil e Greve pelo Clima Brasil, sou estudante de Biologia na Universidade do Estado do Amazonas. E nós estamos aqui em Brasília na II Marcha das Mulheres Indígenas, ""Mulheres originárias: Reflorestando mentes para a cura da Terra"". Nós povos indígenas somos os principais defensores da natureza. Não há como pensar em uma Amazônia viva, em uma Amazônia em pé, em uma Amazônia sustentável, sem levar em consideração os povos indígenas. Nós estamos aqui como biomas, nós somos Amazônia, nós somos Caatinga, nós somos Pampa, nós somos Pantanal, nós somos Amazônia. E nós mulheres indígenas somos a cura da Terra. Nós jovens indígenas somos os principais atuantes para a mudança climática. Nós povos indígenas temos que estar aqui, sempre em luta pelo meio ambiente, pelo território, por situações que as…",https://www25.senado.leg.br/web/atividade/pronunciamentos/-/p/texto/483070,,
